,id,text,topic,emotion
40,1.467644853639123e+18,"@RWMaloneMD Can you clarify if you are talking about reinfection in 1. unvaccinated people who’ve had Covid, 2. vaccinated people who have had Covid prior to vaccination and/or 3. people who were vaccinated 1st and then got Covid and now have Omicron?",,
41,1.467644853429416e+18,finally got my 3rd covid booster! two no-shows &amp; vaccine was expiring within the hour &amp; we were lucky enough to also get a walk-in,,
42,1.4676448524479898e+18,"@reuvenmlerner @amandaripley @praddenkeefe @chouser And  2) Have you looked at any of the information in the docs the court forced Pfizer to release and the numbers of Adverse Effects, including deaths, they saw?",,
43,1.4676448522171515e+18,"Pfizer Adverse reactions Cumulative Case Totals

November Projections

Pericarditis
Myocarditis
Tachycardia
Troponin Increase
Seizure
Deep Vein Thrombosis
Pulmonary Embolism https://t.co/1G8uNIorDh",,
44,1.4676448520872714e+18,"How can the government claim that the Covid-19 vaccination programme is a ""phenomenal success"" when only 69.4% of the UK population is fully vaccinated 12 months after the vaccination programme began.

https://t.co/BAJizAkV2l",,
45,1.4676448498348442e+18,@LauriHWilliams @KristaCody1 @MeghanMcCain The idea of the vaccine is to stop the virus from killing you or making you very sick. It was never the intent to illuminate it.,,
46,1.467644847653802e+18,"@IchRechMichUff @eulebln @flabellina212 @unherd @jordanbpeterson I am aware and do not agree with vaccine mandates. I am not against proving to others that I have been vaccinated, if it makes them feel more comfortable",,
47,1.4676448438746685e+18,"@CBSDenver #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6",,
48,1.4676448428430213e+18,"@Yawaru @MiteiRober @CNN This evolution can erode any population-wide benefits such that overall mortality rates are unaffected, or even increase, with the level of vaccination coverage. In contrast, infection-blocking vaccines induce no such effects, and can even select for lower virulence.",,
49,1.4676448383927788e+18,AdventHealth suspends COVID-19 vaccine mandate for employees https://t.co/VpBRCgUAX1,,
50,1.467644837579137e+18,"@richbuster @StacheBitcoin @POTUS There were never any promises the vaccine would stop you from getting covid. Never. They said the vaccine will help keep you from going to the hospitals, having long term effects, or dying. That's good enough for me. Whoever lied to you is probably lying about everything else too",,
51,1.4676448332001772e+18,"@afneil Dude. A year ago no one had the vaccine. Over the last year as the vaccine was rolled out, cases have gotten worse not better. The whole idea of comparing how the % people who were dying last year unvaxed vs vaxxed is ridiculous because no one was vaxxed.",,
52,1.46764482611191e+18,@Dr_Karpie @boboloosh512 @kay_ridds @Dechass @mhdksafa Prior to an effective vaccine Polio was 2-30% fatal.,,
53,1.4676448202314957e+18,"@DominiqueTaegon @StandUp4USA_Pam There is no Vaccine. MRNA is a Gene Therapy. Completely experimental and WE are the Guinea Pigs. Any medical Dr. that calls MRNA Gene Editing Poison, never intended to ever be injected into humans, so says it's Creator, is part of the problem and not to be trusted.",,
54,1.4676448195436667e+18,@JamesBoothtb @DanaMarie262 @SethAMandel @karol Israel’s vaccination rate is about 80%,,
55,1.4676448195099525e+18,"@BMTheEquityDesk Listen to India's top epidemiologist on Vaccine @gyan_chakshu
 @BMTheEquityDesk
@operanewshub
@RituRathaur
@KarunaGopal1
@AshwiniUpadhyay
@dipali_adv
Video-
https://t.co/Aa3WzdjPTJ",,
56,1.467644818474029e+18,@SicklyWise @amytbaxter1 @Thedude19988235 @bennyjohnson Immune systems fully develop around 7-8 years of age. Then after a certain age it starts to decline. The vaccine is only for children 5 and up. The children with “incredibly weak immune systems” as you say don’t even qualify to get the vaccine. Very basic medical fact.,,
57,1.467644817639293e+18,"@HTired89 @vyvyanbstd I do casual, on-call work. Organising appts is a usually a pain anyway. Btw, when I rang around chemists they all had waiting times of 4-6 weeks. Still made the appt but my GPcalled first. I don't understand why there weren't more mass vaccination hubs",,
58,1.4676448170017014e+18,@stewak2 @_TheAncientOne_ @BallouxFrancois @AmeshAA My point is the people dying pre mass vaccination are the people dying now at similar CFRs. However the PFRs are lower. Fewer of these people are being infected in the first place. That’s likely due to vaccines. Maybe let’s stop turning the world upside down for a small minority,,
59,1.4676448163811287e+18,@kanzlerflorian @piskomusic @EMA_News @EU_Health @EU_Commission Nope Its under EUA in Europe as well. Pfizer for adults is the only one that passed fully.,,
60,1.4676448134871e+18,"What gets me, you can be vaccinated as many times as you want.... But the vaccinated can STILL GET COVID, STILL PASS IT ON PLUS WE KNOW NOTHING HOW THE VACCINE AFFECTS OUR BODIES! IT COULD BE A NIGHTMARE AWAITING TO HAPPEN!😮 https://t.co/lCFmb7fNE7",,
61,1.4676448126188667e+18,@DanCrenshawTX You voted for a vaccine datatebase - be gone RINO,,
62,1.467644809976238e+18,"@DailySentinelGJ #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6",,
63,1.4676448090074194e+18,"@WhiteSpir1t Lmao, you know that our PM is ridiculed for how badly he handled the vaccine roll out right? He botched it which led to the need for lockdowns until we could access vaccine. He also failed at implementing effective quarantine, the states had to step up.",,
64,1.4676448047249777e+18,"@JilianneParker Yeah he forgets why America is so rich and that the country doesn't hesitate twice to snatch from other countries, although I do agree that these companies should share the vaccine formula (not for free) with other countries to save lives",,
65,1.467644804246999e+18,"@Timcast We should stop calling it vaccine. 
It's only a medicine - but it's a impudence to call it a vaccine - it damages the reputation of every other vaccine. Even every standard influenza vaccine is much better then this.",,
66,1.4676447993605284e+18,"@ejmacca3 @ChrisChillybin @theage People brainwashed by Govt. &amp; pharma narrative will never accept the facts. If people are double jabbed, why they are still social distancing, still wearing the mask, still getting infected, still spreading the virus &amp; still need quarantine. O yes, very effective vaccine for sure",,
67,1.4676447903471124e+18,".......16% since vaccine roll out so the deaths aren't due to the 10% unvaccinated dying of covid.

What are they dying of?",,
68,1.4676447876625408e+18,"After paying attention to news reports of traffic accidents w/fatalities where the occupants were ""unrestrained,"" I've given up hope that vaccination will ever take hold with huge chunks of the population.",,
69,1.4676447826463375e+18,"@disclosetv Type pfizer criminal history into google. 
Its mandated you inject their product in our body.

""Pfizer has been a “habitual offender,” persistently engaging in illegal and corrupt marketing practices, bribing physicians and suppressing adverse trial results.""",,
70,1.4676447815934444e+18,"In a pre deep fake world #tesslawrie would have been knighted, and she will. https://t.co/NoAx3HyB3J",,
71,1.4676447790560092e+18,@YvonneBurdett3 There may be just 1 calorie but it’s a Johnson calorie. It’s the world’s biggest and best. It’s British and has grown huge due to the success of Brexit. It has been triple vaccinated according to the very successful Tory vaccine roll-out. It is also a very truthful calorie.,,
72,1.467644778326405e+18,#Infodemics &amp; political #ideologies . “Pro-Trump counties now have far higher #COVID death rates” : Shots - Health News : NPR https://t.co/4eqpJLKRki,,
73,1.46764477767177e+18,"Over 42,000 Adverse Reaction Reports Revealed In First Batch Of Pfizer Vax Docs
https://t.co/W4khWqZO7z",,
74,1.4676447767954842e+18,Artemisinin Report 1. Here are some preliminary survey results we collected to demonstrate the effects of using artemisinin supplements and artemisinin drug derivatives. Artemisinin is the antidote to the CCP virus and the CCP virus vaccine.,,
75,1.467644775151059e+18,"👇👇👇
💥💥💥
Rattana Sarakarn: 54-Year-Old Dies 3 Days After Receiving Pfizer COVID-19 Vaccine, Family Seeks Answers

https://t.co/7BLRbOnLQz 
https://t.co/z2OrgZFIRJ",,
76,1.4676447725338132e+18,@tweetface76 @JCCFCanada Vaccination doesn't stop the spread and that has been proven repeatedly.,,
77,1.4676447642332242e+18,"@7NewsMelbourne Deadly delta or Comicron!?
Definitely, maybe nothing to do with Vaccination rates",,
78,1.4676447640066703e+18,"@Robb_Wexler @AndySwan To venture a number justifying vaccine mandates, i need to learn the basis for estimates of number of deaths vaccines would account for preventing, what is this based on and what are those numbers?  before answering such a question, i want to understand the reasoning concretely.",,
79,1.4676447623583826e+18,"@9NEWS #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6",,
80,1.4676447611001938e+18,"@ArtysHouse @BassistOld @L_istigatore @CONSMILITIA @chan_leeze @KatherineK221 @skeeduu @TallybanJoe @TomDoubting @ZoomZam10 @giddy_bunny @wookietim @LadyOfTheOcean1 @Merry_Hippie @Ihonestlydont19 @PrimedRosalee @Vickie627 @QuidRises @Booda_the_Great @LordBeige @VVichelangelo @grampazachary @vistaproper @Allie4Christ @r0xie_f0x @Aimhighffw @MistressRedWasp @RAGINxCAJUN @SOTR1776 @steeb_ryan @instinctnaturel @Derlosviper @MattRocker7 @furcopalypse @Daddy__Swag @JusticeLibert17 @goodtroubless @Jetson77 @DemocratMarine @throghn @Flattielover @KUIDAORE2014 @RickySi16087724 @Fuksoks @EisOnMN @TheLandsNotOurs @avgTZMJoe @EarthOne_13 @FighterTh @muitoalemck_ So you are for states rights? So the states should then determine their stance on abortion, vaccine mandates?",,
81,1.4676447593679954e+18,@emmakennytv @afneil But the jabs do prevent infection! I am not for mandatory vaccination but at the same time agree that in that case places can and should limit to those who have been vaccinated.,,
82,1.4676447577867018e+18,@DanTypo I got the vaccine because of my medical problems...this is just for me..,,
83,1.4676447543934484e+18,@Fender56Graham So your opinion is segregate and discriminate people who refuse the vaccine. I'm sure China would welcome you with open arms. When they had leukemia any virus or disease is life threatening. 0.5% to 1% death rate from covid.,,
84,1.4676447524054057e+18,"@TigerDogB @rick_pittman I literally just had covid last month. I have a higher chance of adverse reactions from the vaccine at this point. My employer didn’t care and suspended me, although I work from home.",,
85,1.467644750366851e+18,@Merlotmike @KiwiCraig74 @TheParlermaid They don’t care about the difference. They’re scared and the vaccine doesn’t work so they’re super pissed,,
86,1.4676447465209938e+18,"gm , I'll be ia today bcs im getting my second dose of vaccine today. pls tag or spam me whenever enha posts thank you ^^",,
87,1.467644744217944e+18,@cigarsalesman @akheriaty The same all cause fatality rates were consistent year over year for the first two months of 2020; slightly reduced during Covid hysteria months 03.2020&gt;06.2021. Now climbing since vaccine coercion became in vogue. Not a coincidence to say the least; all planned long before.,,
88,1.4676447419615314e+18,"BREAKING NEWS: Judge Blocks C-19 Vaccine Mandates On Healthcare Workers In 14 States!

https://t.co/ZvcOVKTwzG",,
89,1.4676447417936404e+18,"@HumanRights4UK @StigAbell US Court orders release after FOIA request was made by a govt accountability group called Public Health and Medical Professionals for Transparency. First few pages of Pfizer Doc shows TENS OF THOUSANDS of reported adverse reactions, incl. 1200 deaths IN THE FIRST # MONTHS. https://t.co/XMkjGpClk5",,
90,1.4676447409087652e+18,@jjkaipua @PhilsandJenn Look at the increase in numbers of young men with myocarditis. Rare before vaccines. Substantial increase post vaccine.,,
91,1.4676447389081354e+18,@ViragoQueen17 @Joni94009825 Way too young for that suspicious vaccine. Question: Is fear-mongering by our gov't killing our children?,,
92,1.4676447324696986e+18,Everyone needs to ring and email our politicians make them aware they are culpable in jaxing kids😬 Use Vietnam 🇻🇳 as example and release of Pfizer documents as to why they are doing this👊🏻✌️,,
93,1.4676447283846717e+18,"@777Antoine777 @JeromeAdamsMD This actually makes the case for vaccine booster . Look at the top top two rows. Those are recently vaccinated, because we know that young people were only vaccinated recently. Waning immunity in the others, as expected. Very mild illness.",,
94,1.4676447280826368e+18,"@USlawreview Type pfizer criminal history into google. 
Its mandated you inject their product in our body.

""Pfizer has been a “habitual offender,” persistently engaging in illegal and corrupt marketing practices, bribing physicians and suppressing adverse trial results.""",,
95,1.4676447264678257e+18,@WolvesforKamala @GGforthepeople @return_carriage @rorivas8 @ThunderHeadFan @SpinningBy @BeninBiloxi @8645AmySaysVote @MarthaFullerV1 @JayMadIV @Like_H2O @FrenchRainez @oREGINAl49ers @Grania64156311 @earlgreyhottea @RhinoReally @FemmeScarlet @Ndreajess @Kacey325 @daralynn13 @Just_JennL @Heather3E8i8 @blucollarlib @FF_fanster @eminently_me5 @_Curtis_Pope_ @Nimue4DaFelines @SPAREACCTOFNO @InfamusElGuapo @LadyMeowMeow_ @iketle11 @LeifNanna @Tee_Ferraro @PeachyInNJ @EvilChefBruce @TiredInOR4Now @ladyasrai @Jaina_Solo_85 @Karri_Kemyst @Anootchka @matryoskadoll @Alysson @CindyPa44807635 @gottbach @OhChelleYeah @caveatofcass @yvrjeff @CrankyPatriot1 I was replying to a Trump supporter who praised Trump &amp; Operation Warp Speed for creating the vaccine. 😳,,
96,1.467644725796737e+18,@lindow_simp @MarzGurl @spikespencer Then he should have specified that instead of coming off like an anti-vaccine whackjob.,,
97,1.467644724014207e+18,"@Mitchinkb @RSBNetwork If you can still get sick and pass the virus on to someone else, why does anyone need the vaccine. And if you get tested every week, then what? Most smart people go to the dr when sick anyway. You are a special kind of stupid.",,
98,1.4676447134780744e+18,"Why would a virus mutate into another variant if the host had no prior antibodies from a vaccine?

The vaccinated are causing the variants

Follow the science",,
99,1.4676447110537093e+18,@ReallyUlysses @Zer0Gravitee @AFakeMargotMars It's none of anyone's damn business what his vaccination status is.,,
100,1.4676447074380882e+18,‘Wall of secrecy’ in Pfizer contracts as company accused of profiteering - The Guardian https://t.co/elJlJnl7jC,,
101,1.4676447058024899e+18,@JacquelineWxxx @Bob36783646 @PvanHouwelingen @FleurAgemaPVV @IkNet @BorgerPieter COVID-19 is.. COrona Vaccination IDentification 2019,,
102,1.467644697749377e+18,"@TeresaMannion @timmydooley @MichealMartinTD @rtenews Untrue. If you have had a vaccine then you are protected. Right? Otherwise you haven’t had a real vaccine. Right?

All my real vaccines have worked. With no after effects. The genetic drug? Myocarditis. Clots. No thanks. Never. Ever.",,
103,1.467644695509672e+18,@Porter_Anderson @Acosta @RepThomasMassie https://t.co/xUZpOA5EcN I quit vaccine mandate,,
104,1.4676446908372582e+18,"@ukcolumn @GBNEWS @MaajidNawaz 
There has been a protocol for myocarditis diagnosis after receiving the vaccine for kids since Aug 2021
Are you OK with these rollouts still happening? https://t.co/jvYu05QwDX",,
105,1.467644688723157e+18,@HydrickPate @JoshT1776 Even Gov't  and health leaders call it the jab. They know it's not a vaccine either 🤦‍♀️,,
106,1.4676446879012372e+18,"Judge Terry A. Doughty said 'indefinite states of emergency' pose 'grave risks' to civil liberties
https://t.co/6j2a4JSxlx",,
107,1.4676446868734198e+18,"Artemisinin Report 1. Here are some preliminary survey results we collected to demonstrate the effects of using artemisinin supplements and artemisinin drug derivatives. Artemisinin is the antidote to the CCP virus and the CCP virus vaccine. Meanwhile……
https://t.co/qF3RiNYcG2",,
108,1.467644685040726e+18,"@womenlikerape &gt;blame everything on not getting vaccine
&gt;announce lockdown and not give any money 
Never visit these dogshit 3rd world countries",,
109,1.467644676086055e+18,"@Brasilmagic The area of Australia with the highest vaccination % is the Australian Capital Territory, which has the highest rate of education in the country. Funny that there's a connection between understanding the effects of a pandemic and being willing to be vaccinated, eh?",,
110,1.4676446724200694e+18,"@Breaking911 So, let me try to understand since I’m not as smart as the “Surgeon General”. If I get “vaccinated and boosted” I can live as if I’m not vaccinated and boosted. And I can still catch, give, be hospitalized and die from Covid. Not a strong argument to take the deadly vaccine…",,
111,1.4676446679865262e+18,"I just know that if Mary had Jesus today, some keyboard warrior would report the miraculous conception to VAERS as an HPV vaccine-associated adverse event",,
112,1.4676446663340933e+18,"@unherd @jordanbpeterson “May”
Its going to get a lot worse. But I stand my ground. Either a well developed and properly tested vaccine or nothing.",,
113,1.467644663754543e+18,@bottslock32 @afneil In that case anyone who suffers an adverse reaction to the vaccine should be charged by the NHS for any treatment or refused treatment.,,
114,1.4676446586667704e+18,"@toemodelcitizen @TheBadGod @Timcast So when you gonna start questioning why you need so many shots to fight covid? Or why they changed the definition on ""vaccine""?",,
115,1.467644655143727e+18,"@AlphaNewsMN Can we talk about how Immunology 101 has prevailed over MAGA world?
https://t.co/DvrWVwcemc",,
116,1.4676446542963835e+18,@amytbaxter1 @Thedude19988235 @bennyjohnson Did you watch the FDA conference to debate the approval of children under 12? all the studies were small or didn't support vaccine for under 12. They ignored they studies and recommended it for approval. politics is the only reason why,,
117,1.4676446515742351e+18,"@Dan_GT2 Yes. In the e mail they send you after checkout. There is a link. I had to delete my other vaccine certificates, then upload. It shows all 3 dosages with their details.",,
118,1.467644651431596e+18,@AuntThistledown There simply is too much risk still to just open up the country. We have seen too many other countries get overwhelmed by the virus even with 90% vaccination. And the unvaccinated are at the greatest risk of hospitalisation. 3/end,,
119,1.4676446513311048e+18,BREAKING REPORT: [D] Sen. Joe Manchin will vote with 50 Republican senators to OVERTURN Biden's vaccine mandates...,,
120,1.46764465029931e+18,"I thought the 🇪🇺💙FBPEs didn't believe in borders.

Doesn't a domestic vaccine passport put up thousands of internal borders? 🤷‍♀️",,
121,1.46764464828595e+18,Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame.  https://t.co/m0FYhpVJoD,,
122,1.4676446472836055e+18,So many young athletes suddenly die from heart attack ! The only connections between them are the vaccination ! Wow ! OMG ! https://t.co/YMn8diXuao,,
123,1.4676446445950198e+18,@EITorero I assume the virus is real (though I haven't got it myself or know anyone who has) but for healthy young adults the vaccine is more likely to cause lasting damage than the virus is for sure,,
124,1.4676446421371044e+18,@4frespeech1 The vaccine doesn't work. #FJB,,
125,1.4676446416714793e+18,@LarsLarsonShow @POTUS Then it clearly is not a vaccine. Because if it was a vaccine there would be immunity and this whole covid scene would have been over 12 months ago.,,
126,1.4676446408956846e+18,"@djlange @Pcr_Hayir Vaccine is new God. Worship it, obey it, don't tell anything negative about it. This is new religion we are forced to believe. 

Btw, covid-19 is not real, it is fake. Deaths are fake, spread is fake, media is fake.",,
127,1.467644627700224e+18,"The vaccine was not designed to kill people, that's a side effect. The vaccine was designed to weaken people's immune system. So they will be dependent upon big pharmacy till they die. Several doctors have spoken out against the vaccine have been killed. https://t.co/WoMPv1eCJr",,
128,1.4676446275450388e+18,"@TheAspenTimes #Death &amp; #Myocarditis 

Parents: Australia forcibly vaccinated the Children.

This is what happened.

Vaccine Adverse Events for Australian kids15 years &amp; younger in just 1 month (Oct to Nov). 9587 reports in total overall age groups w/ 77 reported Deaths

https://t.co/HzdZ0YHTU6",,
129,1.46764462721801e+18,"@darrell_haas @TheRightMelissa Because its playing wack-a-mole. The vaccine will be efficient when everyone takes it, like mumps. So people need to take boosters because so many are crazy and choose the believe lies. First time since vaccines were invented. Why? Social media. Everyone thinks they know more",,
130,1.467644621698306e+18,"@SinatraNoel @TebowCouch @toronodon @sullduggery @RollingStone @tracywolfson @LRiddickESPN @PSchrags @minakimes @bykevinclark @mikefreemanNFL @TyDunne @CSimmsQB @ChrisWarcraft @AKinkhabwala Everybody already knows his vaccination status. This is not ""news.""",,
131,1.4676446157046825e+18,@kirstyloukirby So you have had the vaccine? https://t.co/YeMNgswJKB,,
132,1.4676446141736796e+18,@ape_jt @elcine19 @Craigthejr @chrislhayes Right - you’re a meme-stock ape who just happens to have had someone they know die from the vaccine. Very believable.,,
133,1.4676446122274652e+18,@james_heth But the vaccines don't work. In fact they've injured and killed more than any vaccine in history.,,
134,1.4676446115564872e+18,@afneil Is it this data or a different source? https://t.co/BfQk145JY1,,
135,1.46764461067563e+18,The latest package leaflet for Comirnaty (Pfizer) now mentions myocariditis and pericarditis but says it is very rare. I would love to know their definition of 'very rare' https://t.co/opTqlyBQUh,,
136,1.467644605952938e+18,"#SaidNoDoctor accept Bob Sears actually reassured parents that measles wasn’t deadly in developed countries, neglecting to mention the dozens of people who have died in outbreaks in Europe – another well-nourished population with lower vaccination rates than the U.S. https://t.co/drOa5cyYh0",,
137,1.4676446041703547e+18,"@rojosports ""You yourself have not taking the virr.. the vaccine yet,
 why not?"" 
 🤔
Not legally allowed to?",,
138,1.4676445958110618e+18,"@reuvenmlerner @amandaripley @praddenkeefe Great thread and appreciate your effort to understand a different perspective. Two questions. 1) If the regulators and drug companies lied about opioids, why would they not be lying about the vaccine? cc: @chouser",,
139,1.467644592392745e+18,"Your vaccination status isn’t going to reduce your interactions with COVID. It may stop you getting very sick though if you’re at risk. 

Sorry to be the one to tell you this, but at some point you’re gonna come into contact with COVID vaccinated or not. Shock…Horror…🙀 https://t.co/tULMmEA0Is",,
140,1.4676445919397233e+18,"@MrBHobbs @JBrsted @lightheart1 @DeeCee62917483 The same can be said from the anti vaxxers. Who came first. The chicken or the egg? 
Now lets do abortion and choice of vaccination.",,
